"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20" "X21" "X22" "X23" "X24" "X25" "X26" "X27" "X28" "X29" "X30" "X31" "X32" "X33" "X34" "X35" "X36"
"1" 0.0433070866141732 0.0662983425414365 0.201834862385321 0.6 0.949152542372881 1 0.884210526315789 0.44578313253012 0.127753303964758 0.921259842519685 0.917127071823204 0.779816513761468 0.353846153846154 0.0508474576271186 0 0.0947368421052632 0.55421686746988 0.86784140969163 0 0 0 0.0307692307692308 0 0 0.0210526315789474 0 0 0.0354330708661417 0.0165745856353591 0.018348623853211 0.0153846153846154 0 0 0 0 0.00440528634361234
"2" 0.04 0.0520833333333333 0.0898876404494382 0.592592592592593 0.931506849315068 1 0.633802816901408 0.103448275862069 0.00689655172413793 0.96 0.927083333333333 0.898876404494382 0.407407407407407 0.0684931506849315 0 0.338028169014085 0.873563218390805 0.979310344827586 0 0 0 0 0 0 0 0 0 0 0.0208333333333333 0.0112359550561798 0 0 0 0.028169014084507 0.0229885057471264 0.0137931034482759
"3" 0.159340659340659 0.18978102189781 0.396396396396396 0.771428571428571 1 1 1 0.673684210526316 0.380645161290323 0.813186813186813 0.773722627737226 0.54954954954955 0.2 0 0 0 0.326315789473684 0.587096774193548 0 0.0145985401459854 0.018018018018018 0.0285714285714286 0 0 0 0 0.0129032258064516 0.0274725274725275 0.0218978102189781 0.036036036036036 0 0 0 0 0 0.0193548387096774
"4" 0.0708661417322835 0.130434782608696 0.333333333333333 0.741935483870968 1 1 0.950819672131147 0.644230769230769 0.205298013245033 0.850393700787402 0.815217391304348 0.632183908045977 0.236559139784946 0 0 0.0491803278688525 0.298076923076923 0.682119205298013 0.0236220472440945 0 0.0114942528735632 0 0 0 0 0.0192307692307692 0.0132450331125828 0.0551181102362205 0.0543478260869565 0.0229885057471264 0.021505376344086 0 0 0 0.0384615384615385 0.0993377483443709
"5" 0.0939597315436242 0.111111111111111 0.315217391304348 0.779069767441861 1 1 0.921875 0.65625 0.194444444444444 0.838926174496644 0.842592592592593 0.597826086956522 0.186046511627907 0 0 0.078125 0.302083333333333 0.708333333333333 0 0.0277777777777778 0.0217391304347826 0.0116279069767442 0 0 0 0.0104166666666667 0.00694444444444444 0.0671140939597315 0.0185185185185185 0.0652173913043478 0.0232558139534884 0 0 0 0.03125 0.0902777777777778
"6" 0.0671140939597315 0.0444444444444444 0.262295081967213 0.666666666666667 1 1 0.923076923076923 0.491935483870968 0.139175257731959 0.852348993288591 0.911111111111111 0.663934426229508 0.311827956989247 0 0 0.0769230769230769 0.483870967741935 0.783505154639175 0.0201342281879195 0.0148148148148148 0.0245901639344262 0.010752688172043 0 0 0 0.0161290322580645 0.0412371134020619 0.0604026845637584 0.0296296296296296 0.0491803278688525 0.010752688172043 0 0 0 0.00806451612903226 0.0360824742268041
"7" 0.221556886227545 0.238461538461538 0.438775510204082 0.855072463768116 1 1 0.984375 0.697674418604651 0.312883435582822 0.766467065868264 0.738461538461539 0.540816326530612 0.130434782608696 0 0 0.015625 0.302325581395349 0.674846625766871 0 0 0.0102040816326531 0 0 0 0 0 0 0.0119760479041916 0.0230769230769231 0.0102040816326531 0.0144927536231884 0 0 0 0 0.0122699386503067
"8" 0.231182795698925 0.325757575757576 0.455284552845528 0.811764705882353 1 1 1 0.757894736842105 0.537414965986395 0.725806451612903 0.636363636363636 0.48780487804878 0.129411764705882 0 0 0 0.210526315789474 0.428571428571429 0.021505376344086 0.0151515151515152 0.016260162601626 0.0352941176470588 0 0 0 0.0210526315789474 0.0204081632653061 0.021505376344086 0.0227272727272727 0.040650406504065 0.0235294117647059 0 0 0 0.0105263157894737 0.0136054421768707
"9" 0.0236220472440945 0.0875 0.291666666666667 0.590909090909091 0.963636363636364 1 0.865979381443299 0.314285714285714 0.0689655172413793 0.952755905511811 0.8875 0.652777777777778 0.363636363636364 0.0363636363636364 0 0.134020618556701 0.676190476190476 0.910344827586207 0 0 0 0.0303030303030303 0 0 0 0 0.00689655172413793 0.0236220472440945 0.025 0.0555555555555556 0.0151515151515152 0 0 0 0.00952380952380952 0.0137931034482759
"10" 0.252032520325203 0.287037037037037 0.394230769230769 0.75531914893617 1 1 1 0.764705882352941 0.464 0.658536585365854 0.62962962962963 0.5 0.234042553191489 0 0 0 0.225490196078431 0.448 0.00813008130081301 0.037037037037037 0.0384615384615385 0 0 0 0 0.00980392156862745 0.024 0.0813008130081301 0.0462962962962963 0.0673076923076923 0.0106382978723404 0 0 0 0 0.064
"11" 0.188811188811189 0.25 0.523255813953488 0.810126582278481 1 1 0.974683544303797 0.758620689655172 0.35036496350365 0.734265734265734 0.705357142857143 0.441860465116279 0.177215189873418 0 0 0.0253164556962025 0.229885057471264 0.591240875912409 0 0.0178571428571429 0.0116279069767442 0.0126582278481013 0 0 0 0 0.0072992700729927 0.0769230769230769 0.0267857142857143 0.0232558139534884 0 0 0 0 0.0114942528735632 0.0510948905109489
"12" 0.0888888888888889 0.181818181818182 0.336734693877551 0.804347826086957 1 1 0.985294117647059 0.679611650485437 0.234177215189873 0.82962962962963 0.763636363636364 0.612244897959184 0.184782608695652 0 0 0.0147058823529412 0.29126213592233 0.708860759493671 0.0148148148148148 0.0181818181818182 0.0204081632653061 0.0108695652173913 0 0 0 0.00970873786407767 0.00632911392405063 0.0666666666666667 0.0363636363636364 0.0306122448979592 0 0 0 0 0.0194174757281553 0.0506329113924051
"13" 0.937931034482759 0.988636363636364 0.962264150943396 1 1 1 1 0.96875 0.911290322580645 0.0620689655172414 0.0113636363636364 0.0377358490566038 0 0 0 0 0.03125 0.0887096774193548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0.0900473933649289 0.144736842105263 0.278350515463918 0.63013698630137 0.963636363636364 1 0.955555555555556 0.582677165354331 0.187817258883249 0.895734597156398 0.815789473684211 0.690721649484536 0.356164383561644 0.0363636363636364 0 0.0444444444444444 0.417322834645669 0.802030456852792 0 0.00657894736842105 0.0103092783505155 0.0136986301369863 0 0 0 0 0.0050761421319797 0.014218009478673 0.0328947368421053 0.0206185567010309 0 0 0 0 0 0.0050761421319797
"15" 0.149321266968326 0.184397163120567 0.358974358974359 0.691176470588235 0.984615384615385 1 0.951807228915663 0.575 0.297979797979798 0.81447963800905 0.75177304964539 0.598290598290598 0.25 0.0153846153846154 0 0.0481927710843374 0.425 0.671717171717172 0.00904977375565611 0.0212765957446809 0.00854700854700855 0.0294117647058824 0 0 0 0 0.0101010101010101 0.0271493212669683 0.0425531914893617 0.0341880341880342 0.0294117647058824 0 0 0 0 0.0202020202020202
"16" 0.92 0.957264957264957 0.959183673469388 1 1 1 1 0.976047904191617 0.848101265822785 0.0628571428571429 0.0427350427350427 0.0408163265306122 0 0 0 0 0.0239520958083832 0.145569620253165 0 0 0 0 0 0 0 0 0 0.0171428571428571 0 0 0 0 0 0 0 0.00632911392405063
"17" 0.0452830188679245 0.0471204188481675 0.243478260869565 0.633333333333333 0.9 1 0.781818181818182 0.303191489361702 0.0962962962962963 0.883018867924528 0.93717277486911 0.721739130434783 0.344444444444444 0.1 0 0.2 0.670212765957447 0.862962962962963 0.0113207547169811 0 0.00869565217391304 0 0 0 0.00909090909090909 0.0106382978723404 0.0037037037037037 0.060377358490566 0.0157068062827225 0.0260869565217391 0.0222222222222222 0 0 0.00909090909090909 0.0159574468085106 0.037037037037037
"18" 0.942857142857143 0.966666666666667 0.97029702970297 1 1 1 1 0.962962962962963 0.923611111111111 0.0571428571428571 0.0333333333333333 0.0297029702970297 0 0 0 0 0.0296296296296296 0.0763888888888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00740740740740741 0
"19" 0.207692307692308 0.216494845360825 0.44578313253012 0.924242424242424 1 1 1 0.725 0.387387387387387 0.769230769230769 0.711340206185567 0.55421686746988 0.0606060606060606 0 0 0 0.2625 0.567567567567568 0 0.0309278350515464 0 0.0151515151515152 0 0 0 0 0.027027027027027 0.0230769230769231 0.0412371134020619 0 0 0 0 0 0.0125 0.018018018018018
"20" 0.392156862745098 0.423076923076923 0.811320754716981 0.941176470588235 1 1 0.958333333333333 0.933333333333333 0.666666666666667 0.470588235294118 0.519230769230769 0.169811320754717 0.0392156862745098 0 0 0.0416666666666667 0.0444444444444444 0.266666666666667 0.0196078431372549 0 0 0 0 0 0 0 0 0.117647058823529 0.0576923076923077 0.0188679245283019 0.0196078431372549 0 0 0 0.0222222222222222 0.0666666666666667
"21" 0.857142857142857 0.777777777777778 1 1 1 1 1 0.823529411764706 0.733333333333333 0.0714285714285714 0.166666666666667 0 0 0 0 0 0.117647058823529 0.0666666666666667 0 0.0555555555555556 0 0 0 0 0 0 0 0.0714285714285714 0 0 0 0 0 0 0.0588235294117647 0.2
"22" 0.4 0.583333333333333 0.733333333333333 1 1 1 0.9375 0.75 0.277777777777778 0.6 0.416666666666667 0.266666666666667 0 0 0 0.0625 0.25 0.722222222222222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" 0.0196078431372549 0.0408163265306122 0.333333333333333 0.682926829268293 0.973684210526316 1 0.851851851851852 0.151515151515152 0.0408163265306122 0.92156862745098 0.938775510204082 0.622222222222222 0.317073170731707 0.0263157894736842 0 0.148148148148148 0.787878787878788 0.959183673469388 0 0 0 0 0 0 0 0 0 0.0588235294117647 0.0204081632653061 0.0444444444444444 0 0 0 0 0.0606060606060606 0
"24" 1 0.966666666666667 0.95 1 1 1 1 1 1 0 0.0333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0
"25" 0.579710144927536 0.583333333333333 0.737704918032787 0.916666666666667 1 1 1 0.978260869565217 0.835820895522388 0.420289855072464 0.416666666666667 0.262295081967213 0.0833333333333333 0 0 0 0.0217391304347826 0.164179104477612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"26" 0.923076923076923 0.896551724137931 1 0.928571428571429 1 1 1 1 0.931034482758621 0.0769230769230769 0.0689655172413793 0 0.0714285714285714 0 0 0 0 0.0344827586206897 0 0 0 0 0 0 0 0 0 0 0.0344827586206897 0 0 0 0 0 0 0.0344827586206897
"27" 0.985074626865672 1 1 1 1 1 1 1 1 0.0149253731343284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"28" 0.72972972972973 0.608695652173913 0.837209302325581 0.952380952380952 1 1 0.973684210526316 0.944444444444444 0.829787234042553 0.27027027027027 0.347826086956522 0.162790697674419 0.0476190476190476 0 0 0.0263157894736842 0.0555555555555556 0.170212765957447 0 0 0 0 0 0 0 0 0 0 0.0434782608695652 0 0 0 0 0 0 0
"29" 0.651162790697674 0.63265306122449 0.933333333333333 0.981132075471698 1 1 1 1 0.785714285714286 0.209302325581395 0.26530612244898 0.0166666666666667 0.0188679245283019 0 0 0 0 0.178571428571429 0.0465116279069767 0.0204081632653061 0.05 0 0 0 0 0 0.0357142857142857 0.0930232558139535 0.0816326530612245 0 0 0 0 0 0 0
"30" 0.336283185840708 0.287037037037037 0.657894736842105 0.851063829787234 1 1 0.96551724137931 0.790322580645161 0.483516483516484 0.628318584070796 0.675925925925926 0.342105263157895 0.148936170212766 0 0 0.0344827586206897 0.193548387096774 0.505494505494505 0 0 0 0 0 0 0 0 0 0.0353982300884956 0.037037037037037 0 0 0 0 0 0.0161290322580645 0.010989010989011
"31" 0.864864864864865 0.970588235294118 1 1 1 1 1 1 0.976190476190476 0.0810810810810811 0.0294117647058824 0 0 0 0 0 0 0.0238095238095238 0 0 0 0 0 0 0 0 0 0.0540540540540541 0 0 0 0 0 0 0 0
"32" 0.816326530612245 0.942857142857143 0.96969696969697 1 1 1 1 1 0.933333333333333 0.0612244897959184 0.0285714285714286 0.0303030303030303 0 0 0 0 0 0.0222222222222222 0 0 0 0 0 0 0 0 0 0.122448979591837 0.0285714285714286 0 0 0 0 0 0 0.0444444444444444
"33" 0 0.111111111111111 0.233333333333333 0.5 0.902439024390244 1 0.636363636363636 0.136363636363636 0 1 0.833333333333333 0.7 0.46875 0.0975609756097561 0 0.318181818181818 0.818181818181818 1 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0.0666666666666667 0.03125 0 0 0.0454545454545455 0.0454545454545455 0
"34" 0.310344827586207 0.26865671641791 0.492753623188406 0.918032786885246 1 1 0.894736842105263 0.770491803278688 0.506849315068493 0.597701149425287 0.671641791044776 0.478260869565217 0.0491803278688525 0 0 0.105263157894737 0.229508196721311 0.465753424657534 0.0344827586206897 0.0149253731343284 0 0.0327868852459016 0 0 0 0 0.0136986301369863 0.0574712643678161 0.0447761194029851 0.0289855072463768 0 0 0 0 0 0.0136986301369863
"35" 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"36" 0.133333333333333 0.191489361702128 0.547619047619048 0.863636363636364 0.947368421052632 1 0.888888888888889 0.736842105263158 0.134615384615385 0.777777777777778 0.787234042553192 0.452380952380952 0.136363636363636 0.0526315789473684 0 0.111111111111111 0.236842105263158 0.807692307692308 0 0 0 0 0 0 0 0 0 0.0888888888888889 0.0212765957446809 0 0 0 0 0 0.0263157894736842 0.0576923076923077
"37" 0.76056338028169 0.840909090909091 0.969230769230769 1 1 1 1 0.84 0.71875 0.183098591549296 0.136363636363636 0.0307692307692308 0 0 0 0 0.12 0.21875 0 0 0 0 0 0 0 0 0.015625 0.0563380281690141 0.0227272727272727 0 0 0 0 0 0.04 0.046875
"38" 0.192307692307692 0.32 0.615384615384615 1 1 1 0.875 0.555555555555556 0.153846153846154 0.576923076923077 0.52 0.346153846153846 0 0 0 0.0625 0.444444444444444 0.615384615384615 0.115384615384615 0.04 0 0 0 0 0 0 0 0.115384615384615 0.12 0.0384615384615385 0 0 0 0.0625 0 0.230769230769231
"39" 1 0.958333333333333 1 1 1 1 1 1 1 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"40" 0.973684210526316 0.970588235294118 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263157894736842 0.0294117647058824 0 0 0 0 0 0 0
"41" 0.727272727272727 0.95 0.96969696969697 1 1 1 1 1 0.914893617021277 0.136363636363636 0.05 0.0303030303030303 0 0 0 0 0 0.0425531914893617 0 0 0 0 0 0 0 0 0.0212765957446809 0.136363636363636 0 0 0 0 0 0 0 0.0212765957446809
